,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.130426,0.150139,0.161793,0.075771,0.148555,0.102353,0.075817,0.059482
variance,3.571672e-08,4.668226e-08,7.068657e-08,6.267775e-09,4.893515e-08,1.217778e-07,5.003255e-08,7.493819e-08
ambient,0.002493,0.002484,0.002482,0.002496,0.002494,0.002508,0.002504,0.002506
