,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.429853,0.55024,0.483341,0.334683,0.464367,0.331876,0.230603,0.14192
variance,9.605466e-08,6.478339e-07,7.022746e-07,5.624185e-08,6.194727e-07,1.474925e-06,4.718634e-07,4.306793e-07
ambient,0.021299,0.021245,0.021109,0.021075,0.02088,0.020793,0.020585,0.020426
