,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.418584,0.555857,0.499846,0.326841,0.505908,0.326474,0.255332,0.154073
variance,1.705923e-07,5.822175e-07,6.609905e-07,8.893374e-08,6.624739e-07,1.214401e-06,5.002485e-07,4.616716e-07
ambient,0.017818,0.017826,0.017805,0.017887,0.01788,0.017952,0.017942,0.017968
