,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.396522,0.511468,0.456368,0.303598,0.445659,0.307866,0.222872,0.136564
variance,1.663205e-07,4.954808e-07,4.914704e-07,6.352158e-08,3.916411e-07,1.300105e-06,5.861408e-07,5.629606e-07
ambient,0.015527,0.01554,0.015694,0.015739,0.015813,0.015951,0.01537,0.014873
