,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.152876,0.138704,0.16974,0.106994,0.137194,0.139522,0.111996,0.121559
variance,5.311449e-10,2.817671e-09,5.946731e-09,5.508132e-11,1.703654e-09,9.10461e-09,1.14531e-09,7.045372e-09
ambient,0.101654,0.101627,0.10159,0.10159,0.101559,0.101541,0.101513,0.101481
