,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.087095,0.073629,0.106395,0.04125,0.070744,0.073293,0.044434,0.055111
variance,2.661977e-10,1.797886e-09,1.524247e-08,2.21379e-10,2.098972e-09,1.442348e-08,2.35471e-09,9.274402e-09
ambient,0.036484,0.036481,0.03647,0.036484,0.03647,0.036522,0.036496,0.036475
