,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.078036,0.06426,0.096962,0.032341,0.061979,0.064249,0.035517,0.046481
variance,2.272126e-09,1.591964e-08,5.853767e-09,1.878508e-09,2.253487e-09,3.510206e-08,1.289239e-09,4.100971e-09
ambient,0.02799,0.027829,0.027681,0.027828,0.028027,0.027954,0.0279,0.028241
