,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.066471,0.055502,0.083708,0.019639,0.055271,0.047121,0.019163,0.026946
variance,1.693331e-08,1.619412e-09,6.260223e-09,2.147829e-10,1.095694e-08,9.163386e-09,1.420176e-09,7.260127e-09
ambient,0.000543,0.000547,0.000544,0.00055,0.00055,0.000549,0.000535,0.000544
