,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.178163,0.364734,0.310927,0.165254,0.223831,0.184506,0.095163,0.074715
variance,4.037365e-07,5.797982e-07,1.990686e-07,3.612382e-08,1.200839e-07,3.596311e-07,7.759417e-08,1.277024e-07
ambient,0.003831,0.003834,0.003848,0.003843,0.003866,0.003794,0.003701,0.003861
