,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.358662,0.412658,0.348342,0.24567,0.31033,0.261576,0.145202,0.109966
variance,2.796907e-07,3.478663e-07,3.805406e-07,3.390229e-08,1.667311e-07,1.06785e-06,1.521691e-07,2.746308e-07
ambient,0.002828,0.002825,0.002814,0.002826,0.002808,0.00282,0.002815,0.002797
