,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.142558,0.1981,0.20779,0.094951,0.151683,0.125522,0.075396,0.060018
variance,1.621856e-08,3.731222e-08,4.344193e-08,2.227921e-09,2.871838e-08,6.073941e-08,2.097218e-08,4.132935e-08
ambient,0.004049,0.004055,0.004039,0.004043,0.004044,0.004044,0.00404,0.004048
