,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.492955,0.632293,0.555903,0.393133,0.567067,0.38096,0.278588,0.164184
variance,1.716858e-07,8.561739e-07,8.509778e-07,1.057371e-07,8.175241e-07,1.846243e-06,6.452933e-07,5.7885e-07
ambient,0.016125,0.016107,0.016058,0.016129,0.016078,0.016136,0.016091,0.016072
