,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.1304,0.150117,0.161749,0.075737,0.148498,0.102309,0.075756,0.059411
variance,3.510765e-08,4.684675e-08,7.024489e-08,5.010762e-09,5.567625e-08,1.161114e-07,4.976945e-08,7.852339e-08
ambient,0.002459,0.002448,0.002465,0.002451,0.002439,0.00245,0.002462,0.002431
