,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.156522,0.203015,0.196456,0.101744,0.20734,0.122531,0.112938,0.085937
variance,7.280082e-08,8.77523e-08,1.02557e-07,1.200462e-08,1.001454e-07,1.63312e-07,1.034142e-07,1.61021e-07
ambient,0.001994,0.001992,0.001975,0.001987,0.001993,0.001998,0.00197,0.001974
