,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.314698,0.357068,0.330907,0.246776,0.316995,0.236696,0.170818,0.138383
variance,2.114277e-09,2.9879e-07,2.576157e-07,1.803693e-08,2.631226e-07,6.322324e-07,1.84963e-07,4.424813e-07
ambient,0.046396,0.046309,0.046138,0.046291,0.046203,0.046254,0.046111,0.045593
