,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.252418,0.33258,0.310297,0.183022,0.301744,0.199277,0.172915,0.102808
variance,1.500917e-07,2.592153e-07,2.611149e-07,3.35538e-08,2.742022e-07,4.837632e-07,2.507413e-07,2.428779e-07
ambient,0.003718,0.003713,0.003705,0.003717,0.003709,0.003717,0.0037,0.003698
