,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.017409,0.584537,0.455188,0.249654,0.540956,0.661492,0.045068,0.507381
variance,3.606061e-09,4.187376e-07,3.137075e-08,4.232166e-07,5.781772e-09,1.741257e-06,1.014854e-09,9.598223e-07
ambient,0.008796,0.008803,0.008794,0.008801,0.008811,0.008812,0.00881,0.008807
