,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.027667,0.637071,0.508523,0.272035,0.694378,0.717087,0.06062,0.565224
variance,4.732925e-09,4.229922e-07,5.591909e-08,5.362361e-07,7.553922e-09,2.145604e-06,2.035904e-09,1.21244e-06
ambient,0.017728,0.017739,0.017737,0.017727,0.017731,0.017741,0.017717,0.017729
