,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.019077,0.613816,0.499705,0.278995,0.665409,0.718965,0.047395,0.541295
variance,4.409117e-09,6.086329e-06,8.758786e-06,6.466078e-07,2.006056e-08,2.33379e-06,6.322978e-10,2.313815e-07
ambient,0.007999,0.008016,0.008068,0.008072,0.008069,0.008118,0.008064,0.008056
