,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.34144,0.430929,0.378091,0.253228,0.335599,0.255433,0.174028,0.105834
variance,1.272255e-07,4.761264e-07,4.318369e-07,5.520798e-08,3.020213e-07,8.669607e-07,2.587433e-07,2.21529e-07
ambient,0.011803,0.011787,0.01176,0.011786,0.011756,0.011788,0.011756,0.011735
