,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.249308,0.347984,0.31966,0.196857,0.249622,0.214452,0.120549,0.084197
variance,5.056614e-08,1.294614e-07,1.017871e-07,1.765793e-08,7.236389e-08,1.958374e-07,5.424488e-08,7.206802e-08
ambient,0.010351,0.010343,0.010314,0.010328,0.010309,0.010301,0.01029,0.010269
