,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.197588,0.226779,0.204239,0.121121,0.148993,0.139389,0.06576,0.056742
variance,7.785563e-08,4.845091e-08,3.964198e-08,6.652471e-09,2.390644e-08,9.617388e-08,1.352439e-08,2.860867e-08
ambient,0.006131,0.006124,0.006117,0.006114,0.00609,0.006094,0.006118,0.006107
