,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.08682,0.112403,0.118186,0.038551,0.082275,0.085927,0.036858,0.062381
variance,6.997908e-09,8.660578e-09,9.067747e-09,2.601155e-10,4.752025e-09,2.408925e-08,4.047593e-09,1.846038e-08
ambient,0.010357,0.010342,0.010339,0.010362,0.010352,0.010356,0.010344,0.010344
