,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.130119,0.172312,0.181661,0.071664,0.10648,0.095628,0.049266,0.052159
variance,5.408003e-08,1.93088e-08,2.906907e-08,4.374527e-09,1.164787e-08,2.980897e-08,2.060403e-08,1.101318e-08
ambient,0.009121,0.009108,0.009098,0.009105,0.00909,0.009097,0.009105,0.009098
