,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.011382,0.412942,0.397975,0.224032,0.596626,0.668052,0.045595,0.528504
variance,4.431797e-10,5.514957e-08,3.472684e-08,2.746285e-07,5.436701e-07,1.243191e-06,7.60707e-10,1.202223e-06
ambient,0.007726,0.007732,0.007743,0.007726,0.007757,0.007774,0.007758,0.007771
