,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.034464,0.825011,0.625885,0.33386,0.853547,0.85075,0.076567,0.648818
variance,6.245472e-09,7.468626e-07,6.877366e-08,8.212376e-07,1.01621e-08,3.120539e-06,2.665303e-09,1.468435e-06
ambient,0.020534,0.020514,0.020521,0.020509,0.02051,0.020504,0.020474,0.020493
