,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.023604,0.246197,0.187456,0.125009,0.247875,0.347967,0.032302,0.320228
variance,7.801191e-10,9.500773e-08,2.127229e-08,1.030143e-07,1.468308e-08,4.245907e-07,5.863399e-11,2.762483e-07
ambient,0.019303,0.019297,0.0193,0.019293,0.019294,0.019291,0.019295,0.019308
