,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.008971,0.466829,0.372972,0.190066,0.486963,0.538794,0.035682,0.470253
variance,1.805688e-09,1.899858e-07,2.091989e-08,2.629205e-07,2.443841e-09,1.077722e-06,4.527777e-09,7.979868e-07
ambient,0.002437,0.002437,0.002414,0.002467,0.002438,0.002449,0.00242,0.002452
