,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.001704,0.076727,0.036394,0.044001,0.064243,0.196247,0.004756,0.228259
variance,2.520153e-10,2.86596e-09,5.300649e-11,1.224854e-08,1.839737e-10,9.33786e-08,2.604281e-10,1.91132e-07
ambient,0.000256,0.000249,0.000263,0.000254,0.000258,0.000269,0.00026,0.00027
