,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.026843,0.225415,0.080144,0.076693,0.094159,0.268372,0.026822,0.260354
variance,6.259882e-10,1.093664e-07,3.983302e-10,1.510202e-08,7.510948e-09,2.439591e-07,3.304933e-09,2.626231e-07
ambient,0.022541,0.022539,0.022521,0.022528,0.02253,0.022554,0.02256,0.022556
