,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.006124,0.2311,0.19159,0.143271,0.312742,0.516609,0.023017,0.424636
variance,3.208243e-10,4.5495e-08,1.090911e-09,1.121568e-07,2.899867e-10,8.532392e-07,8.023448e-11,7.599194e-07
ambient,0.001272,0.001284,0.00128,0.001269,0.001291,0.001289,0.001283,0.001279
