,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.365009,0.457866,0.389138,0.253148,0.332643,0.262717,0.156972,0.106343
variance,2.902266e-07,5.391162e-07,4.875259e-07,6.591717e-08,3.137835e-07,6.68288e-07,2.205027e-07,2.796617e-07
ambient,0.004475,0.004474,0.004445,0.004468,0.004455,0.004458,0.004448,0.004437
