,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.396653,0.470732,0.41656,0.309689,0.40921,0.301995,0.214264,0.147758
variance,8.102467e-09,5.392568e-07,5.020326e-07,2.521796e-08,5.087157e-07,1.225125e-06,3.432581e-07,3.34742e-07
ambient,0.040428,0.04029,0.040163,0.040172,0.039962,0.039918,0.039689,0.039507
