,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.251321,0.308689,0.294559,0.168662,0.300497,0.185153,0.166964,0.120868
variance,2.072908e-07,2.192053e-07,2.523871e-07,3.143887e-08,3.129937e-07,3.992412e-07,2.417018e-07,3.34471e-07
ambient,0.001092,0.001093,0.001087,0.001094,0.001097,0.001093,0.001097,0.001093
