,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.297823,0.378729,0.319523,0.193267,0.29152,0.237031,0.175838,0.121244
variance,1.507508e-08,3.228841e-07,2.483464e-07,1.397917e-08,2.210309e-07,6.168617e-07,1.772711e-07,1.804129e-07
ambient,0.034869,0.034829,0.034784,0.034861,0.034805,0.034884,0.034833,0.034825
