,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.194487,0.236244,0.222635,0.125817,0.18726,0.150378,0.101601,0.071235
variance,3.372923e-08,1.255454e-07,1.166993e-07,1.48543e-08,9.149492e-08,2.470241e-07,4.791016e-08,4.515156e-08
ambient,0.014327,0.014307,0.014323,0.014413,0.014438,0.014505,0.014596,0.014834
