,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.455588,0.572331,0.494323,0.340717,0.486066,0.343074,0.245577,0.161489
variance,1.480688e-07,8.161671e-07,6.834163e-07,7.40449e-08,8.292019e-07,1.553674e-06,4.70913e-07,5.325893e-07
ambient,0.015875,0.015854,0.01581,0.015866,0.015813,0.015871,0.015802,0.015781
