,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.252263,0.332424,0.31042,0.183086,0.301692,0.199292,0.172886,0.102877
variance,1.511207e-07,2.129719e-07,2.101212e-07,2.175834e-08,2.751913e-07,4.590043e-07,2.248824e-07,2.354723e-07
ambient,0.00339,0.003456,0.003677,0.003651,0.003545,0.003598,0.003643,0.003714
