,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.371584,0.459288,0.388583,0.273335,0.376117,0.281689,0.199785,0.132754
variance,1.102604e-07,5.025939e-07,3.99271e-07,2.264971e-08,4.297579e-07,1.063485e-06,3.04471e-07,3.291832e-07
ambient,0.017472,0.017645,0.017656,0.017519,0.017379,0.017419,0.017364,0.017338
