,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.311441,0.353723,0.327381,0.243206,0.313229,0.233388,0.167691,0.13588
variance,2.944412e-09,2.715671e-07,2.542671e-07,1.519849e-08,2.465835e-07,6.036707e-07,1.465962e-07,2.102597e-07
ambient,0.043048,0.042991,0.042943,0.043065,0.042999,0.043089,0.043038,0.043031
