,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.335249,0.388349,0.357068,0.268547,0.351981,0.249076,0.181377,0.140815
variance,6.421917e-09,3.637054e-07,3.301923e-07,3.269357e-08,3.501366e-07,7.515763e-07,2.022096e-07,2.727426e-07
ambient,0.037879,0.037771,0.037678,0.037754,0.037647,0.037692,0.0376,0.037557
