,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.347081,0.441239,0.379761,0.243615,0.360453,0.262693,0.184493,0.126011
variance,5.647494e-08,4.653224e-07,6.289207e-07,1.461487e-07,4.267072e-07,8.695745e-07,2.720549e-07,2.59174e-07
ambient,0.01734,0.017309,0.017247,0.01732,0.017271,0.017327,0.017278,0.017278
