,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.431952,0.620721,0.561058,0.360288,0.624157,0.33612,0.235736,0.165338
variance,6.648245e-07,9.133017e-07,8.433324e-07,1.611401e-07,1.078368e-06,1.188265e-06,4.042542e-07,5.763494e-07
ambient,0.000276,0.000295,0.00029,0.000296,0.000297,0.000287,0.000296,0.000281
