,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.033528,0.107164,0.065132,0.074375,0.076243,0.195554,0.036055,0.255533
variance,2.398792e-10,2.545306e-09,4.189928e-10,1.064654e-08,1.155541e-09,3.764094e-08,3.058659e-09,1.880182e-07
ambient,0.03214,0.032137,0.032157,0.032151,0.032149,0.032141,0.032144,0.032147
