,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.035398,0.149112,0.100535,0.090023,0.129149,0.257663,0.038972,0.289595
variance,4.773994e-10,7.919056e-09,4.077805e-09,2.098452e-08,1.505128e-09,1.212177e-07,2.032721e-10,2.207677e-07
ambient,0.033141,0.033102,0.033115,0.033093,0.033083,0.033075,0.033063,0.033062
