,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.017538,0.566487,0.495116,0.291867,0.666211,0.810075,0.047966,0.590942
variance,5.418542e-09,1.029543e-07,9.71491e-09,3.078333e-07,1.888395e-08,1.228323e-06,2.977941e-09,1.042931e-06
ambient,0.007372,0.007375,0.007371,0.00736,0.007355,0.007359,0.007351,0.00735
