,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.001135,0.055065,0.015258,0.029331,0.019942,0.132233,0.000848,0.193666
variance,6.758683e-11,5.250058e-10,6.423306e-11,7.188046e-09,5.442757e-11,1.981056e-08,2.433751e-10,1.202417e-07
ambient,0.000262,0.000268,0.000258,0.000271,0.00027,0.000265,0.000254,0.000265
