,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.014891,0.922081,0.751659,0.377541,1.073695,1.058704,0.075656,0.828838
variance,1.067468e-08,6.842252e-07,3.966895e-08,1.122722e-06,1.018847e-08,4.979053e-06,4.609205e-09,2.560618e-06
ambient,0.000255,0.000253,0.000262,0.00026,0.000273,0.000269,0.000253,0.000269
