,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.018967,0.880066,0.712892,0.353966,0.971617,0.986553,0.069809,0.774116
variance,1.070157e-08,8.158732e-07,1.150511e-07,9.642788e-07,8.403503e-09,4.337764e-06,2.272401e-09,2.278304e-06
ambient,0.003618,0.003639,0.003632,0.003618,0.003646,0.003648,0.003632,0.00365
