,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.023542,0.845038,0.695482,0.371882,0.978291,0.975647,0.078986,0.736877
variance,4.79551e-09,3.79019e-07,3.632726e-08,9.817319e-07,1.746708e-08,3.886386e-06,1.898087e-09,2.077073e-06
ambient,0.01362,0.013628,0.013635,0.013627,0.013635,0.013625,0.013628,0.013626
