,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.024439,0.895316,0.704273,0.37176,0.996594,0.977817,0.077558,0.756045
variance,8.145236e-09,7.951639e-07,8.656224e-08,1.04928e-06,2.02244e-08,3.857636e-06,3.073097e-09,2.222648e-06
ambient,0.009925,0.00994,0.009947,0.009927,0.00992,0.009931,0.009909,0.009892
