,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.030118,0.953164,0.74836,0.393478,1.050177,1.003347,0.081622,0.757929
variance,1.05303e-08,1.069403e-06,1.171951e-07,1.211378e-06,1.762425e-08,4.354207e-06,2.838107e-09,2.170261e-06
ambient,0.013408,0.013428,0.013426,0.01342,0.01342,0.013419,0.013408,0.013427
