,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.025938,1.065223,0.825311,0.424358,1.161804,1.102585,0.084583,0.824654
variance,1.332842e-08,1.227993e-06,1.375637e-07,1.46443e-06,2.329453e-08,5.275496e-06,3.791456e-09,2.584794e-06
ambient,0.007324,0.007327,0.007327,0.007323,0.007334,0.0073,0.007337,0.007328
