,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.020187,0.999731,0.78177,0.406058,1.093236,1.039202,0.081643,0.786733
variance,6.56604e-09,1.060437e-06,1.196216e-07,1.254293e-06,2.047453e-08,4.575543e-06,2.701285e-09,2.407606e-06
ambient,0.009722,0.009715,0.009724,0.009716,0.009724,0.009728,0.009711,0.009719
