,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.507098,0.650825,0.570321,0.40095,0.607491,0.381995,0.273181,0.168937
variance,3.697374e-07,1.016785e-06,9.071054e-07,1.380989e-07,1.442533e-06,1.989466e-06,6.165165e-07,6.843566e-07
ambient,0.006565,0.006556,0.006524,0.006564,0.006526,0.00654,0.006529,0.006516
