,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.354756,0.43073,0.384294,0.268768,0.404894,0.269008,0.229423,0.15899
variance,4.532394e-08,4.390587e-07,3.991735e-07,4.29808e-08,4.112047e-07,9.343899e-07,3.929168e-07,4.442936e-07
ambient,0.022816,0.022782,0.022733,0.022818,0.022752,0.022755,0.022679,0.022643
