,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.028627,1.048275,0.832334,0.425901,1.174193,1.0986,0.088335,0.852599
variance,1.253065e-08,1.15968e-06,9.418902e-08,1.46168e-06,2.090678e-08,5.323868e-06,4.629612e-09,2.674797e-06
ambient,0.010023,0.010021,0.010023,0.010006,0.01002,0.010019,0.010002,0.010013
