,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.024457,0.532376,0.402551,0.21559,0.544519,0.595668,0.056196,0.505926
variance,2.540133e-09,2.779984e-07,1.319415e-08,2.868939e-07,2.733828e-09,1.290309e-06,1.150085e-09,8.584548e-07
ambient,0.016529,0.016546,0.016547,0.016553,0.01655,0.016544,0.016553,0.016555
