,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.0314,0.594967,0.480829,0.266974,0.648031,0.699705,0.062361,0.558289
variance,2.819718e-09,3.748583e-07,3.531923e-08,4.663022e-07,9.910565e-09,1.947718e-06,1.117968e-09,1.142013e-06
ambient,0.020966,0.020975,0.020988,0.02099,0.020991,0.021021,0.021003,0.021005
