,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.422729,0.559364,0.503229,0.329776,0.508916,0.329439,0.258221,0.156624
variance,5.429696e-08,7.452927e-07,7.481483e-07,3.272538e-08,5.535495e-07,1.219172e-06,5.06486e-07,6.820797e-07
ambient,0.021796,0.02122,0.021032,0.020704,0.020704,0.020809,0.020778,0.020491
