,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.418597,0.526087,0.461834,0.32084,0.443508,0.323179,0.223468,0.14115
variance,7.816353e-08,5.251415e-07,5.502306e-07,5.768714e-08,4.728804e-07,1.242715e-06,3.594009e-07,3.231307e-07
ambient,0.028557,0.028675,0.028686,0.028803,0.028758,0.028857,0.028808,0.028806
