,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.389479,0.544092,0.486608,0.33289,0.474037,0.328965,0.231335,0.142945
variance,1.401955e-07,6.023829e-07,6.950951e-07,7.711294e-08,5.192461e-07,1.320104e-06,4.004805e-07,3.588372e-07
ambient,0.024662,0.024493,0.024359,0.024301,0.024403,0.024232,0.02411,0.024092
