,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.222675,0.28054,0.268257,0.159523,0.263448,0.175935,0.139532,0.091007
variance,7.021031e-08,8.520736e-08,1.069373e-07,4.370959e-08,1.378907e-07,3.211158e-07,1.42573e-07,1.531907e-07
ambient,0.007892,0.008283,0.008439,0.008741,0.008886,0.008989,0.009035,0.009093
