,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.449137,0.571992,0.506047,0.353056,0.496582,0.34954,0.244251,0.148492
variance,6.437013e-08,6.914415e-07,6.660728e-07,1.069421e-07,6.602927e-07,1.379903e-06,4.37182e-07,4.1114e-07
ambient,0.023569,0.02348,0.023437,0.023665,0.023585,0.023778,0.023874,0.02385
